,edad_rango,genero,lugar,arma,presunta_motivacion,fecha_muerte
2152,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-21
2153,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-22
2154,30–44,m,TERRENO BALDIO,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-03-23
2155,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2156,30–44,m,QUEBRADAS,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-21
2157,30–44,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-21
2158,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-22
2159,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-22
2160,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-22
2161,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2162,,m,OTROS CENTROS DE DIVERSIÓN,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2163,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2164,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2165,30–44,m,RÍO,OTROS,DELINCUENCIA COMUN,2025-03-23
2166,12–17,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2167,12–17,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2168,12–17,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2169,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2170,30–44,m,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-23
2171,30–44,m,LICORERÍAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-15
2172,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2173,30–44,m,PARQUES Y PLAZAS,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-03-24
2174,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2175,45–64,m,CLÍNICAS,OTROS,VIOLENCIA COMUNITARIA,2025-03-23
2176,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2177,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2178,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2179,30–44,m,CASA/VILLA,OTROS,DELINCUENCIA COMUN,2025-03-22
2180,30–44,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-03-24
2181,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2182,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2183,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2184,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2185,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2186,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2187,30–44,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-03-24
2188,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2189,30–44,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2190,18–29,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2191,18–29,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2192,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2193,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-23
2194,30–44,m,BARES,ARMA DE FUEGO,VIOLENCIA INTRAFAMILIAR,2025-03-23
2195,18–29,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-21
2196,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2197,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2198,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2199,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2200,30–44,m,VÍA PÚBLICA,ARMA BLANCA,VIOLENCIA COMUNITARIA,2025-03-24
2201,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2202,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-03-24
2203,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2204,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2205,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2206,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2207,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-03-24
2208,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-03-24
2209,30–44,m,CENTROS DE REHABILITACIÓN SOCIAL,CONSTRICTORA,DELINCUENCIA COMUN,2025-03-24
2210,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2211,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-24
2212,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2213,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2214,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2215,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2216,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2217,18–29,f,CEMENTERIOS,ARMA DE FUEGO,VIOLENCIA INTRAFAMILIAR,2025-03-24
2218,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2219,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2220,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-02-20
2221,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2222,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2223,18–29,m,QUEBRADAS,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-24
2224,30–44,f,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2225,12–17,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2226,30–44,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-13
2227,30–44,f,HACIENDAS,OTROS,VIOLENCIA INTRAFAMILIAR,2025-03-25
2228,30–44,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-22
2229,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-21
2230,30–44,m,RÍO,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-22
2231,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2232,0–11,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2233,18–29,m,VÍA PÚBLICA,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-03-24
2234,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2235,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2236,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2237,65+,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2238,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2239,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2240,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2241,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2242,,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2243,30–44,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2244,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2245,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2246,30–44,m,RÍO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-24
2247,18–29,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-22
2248,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2249,,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-26
2250,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2251,12–17,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2252,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,VIOLENCIA COMUNITARIA,2025-03-26
2253,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2254,18–29,m,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2255,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2256,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2257,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2258,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2259,18–29,f,VÍA PÚBLICA,CONSTRICTORA,DELINCUENCIA COMUN,2025-03-26
2260,18–29,m,FINCA,OTROS,DELINCUENCIA COMUN,2025-03-25
2261,30–44,m,BARES,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-22
2262,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2263,45–64,f,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2264,12–17,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2265,,f,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2266,,na,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-03-26
2267,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2268,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2269,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2270,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2271,30–44,f,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2272,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2273,18–29,m,HOSTALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2274,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2275,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2276,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2277,18–29,m,MECÁNICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2278,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2279,30–44,m,EMPRESAS PUBLICAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-26
2280,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2281,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2282,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2283,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2284,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2285,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2286,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2287,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2288,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-25
2289,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2290,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2291,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2292,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2293,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2294,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2295,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2296,18–29,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2297,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2298,0–11,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2299,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-27
2300,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2301,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2302,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2303,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2304,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2305,18–29,m,SALA DE BELLEZA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2306,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2307,45–64,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2308,30–44,m,HOSPITALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2309,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2310,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2311,18–29,m,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-03-22
2312,30–44,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2313,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2314,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2315,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2316,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2317,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2318,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2319,30–44,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2320,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2321,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2322,18–29,m,PARQUES Y PLAZAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2323,45–64,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2324,18–29,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2325,18–29,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2326,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2327,30–44,m,BARES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2328,45–64,m,NIGHT CLUBS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2329,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2330,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2331,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-28
2332,12–17,m,HOSPITALES,OTROS,DELINCUENCIA COMUN,2025-03-30
2333,18–29,m,RÍO,ARMA CONTUNDENTE,VIOLENCIA INTRAFAMILIAR,2025-03-28
2334,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2335,18–29,m,CASA/VILLA,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-03-30
2336,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2337,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2338,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2339,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2340,18–29,m,VÍA PÚBLICA,OTROS,DELINCUENCIA COMUN,2025-03-24
2341,30–44,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2342,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2343,18–29,f,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2344,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2345,45–64,m,CASA/VILLA,ARMA BLANCA,VIOLENCIA INTRAFAMILIAR,2025-03-29
2346,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2347,18–29,m,CASA/VILLA,ARMA DE FUEGO,VIOLENCIA INTRAFAMILIAR,2025-03-29
2348,18–29,m,QUEBRADAS,CONSTRICTORA,DELINCUENCIA COMUN,2025-03-26
2349,30–44,m,SALA DE JUEGOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2350,18–29,m,SALA DE JUEGOS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2351,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2352,45–64,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2353,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2354,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2355,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2356,30–44,m,CANCHAS DE USO MÚLTIPLE,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2357,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2358,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2359,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2360,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2361,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2362,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2363,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2364,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2365,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2366,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2367,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2368,30–44,m,TERRENO BALDIO,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2369,30–44,f,OTROS LOCALES COMERCIALES,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2370,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2371,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2372,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2373,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2374,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2375,30–44,m,TERRENO BALDIO,ARMA BLANCA,DELINCUENCIA COMUN,2025-03-31
2376,12–17,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2377,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2378,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2379,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2380,45–64,na,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2381,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2382,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2383,,m,RÍO,OTROS,DELINCUENCIA COMUN,2025-03-31
2384,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2385,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2386,18–29,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2387,45–64,m,CASA/VILLA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2388,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2389,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2390,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2391,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2392,45–64,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-31
2393,18–29,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2394,12–17,m,QUEBRADAS,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2395,18–29,m,MAR,OTROS,DELINCUENCIA COMUN,2025-03-29
2396,18–29,m,MAR,OTROS,DELINCUENCIA COMUN,2025-03-29
2397,45–64,m,FINCA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2398,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-30
2399,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2400,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2401,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2402,,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2403,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2404,30–44,m,VÍA PÚBLICA,ARMA BLANCA,DELINCUENCIA COMUN,2025-04-01
2405,18–29,m,VÍA PÚBLICA,ARMA CONTUNDENTE,VIOLENCIA COMUNITARIA,2025-04-01
2406,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2407,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-03-29
2408,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2409,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2410,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-01
2411,45–64,m,PLAYA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-02
2412,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-02
2413,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-02
2414,30–44,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-02
2415,18–29,m,VÍA PÚBLICA,ARMA DE FUEGO,DELINCUENCIA COMUN,2025-04-02
